date,article_count,injections_count,injections_cumulated,dict_hits,average_hits_per_article,average_hits_per_words,total_words,feel_positive,feel_negative,feel_joy,feel_fear,feel_sadness,feel_anger,feel_surprise,feel_disgust
07/07/2020,788,0,0,326,0.4137,0.0007,438714,0.127520434719,0.039394685376,0.007025077841,0.029716398382,0.025390117480,0.019301868643,0.018157615212,0.009359172490
08/07/2020,829,0,0,273,0.3293,0.0006,463293,0.127172221460,0.039918582840,0.006986939151,0.029523433335,0.025644678422,0.019339813034,0.019139076135,0.009611628063
09/07/2020,869,0,0,135,0.1554,0.0003,494636,0.125773295913,0.039327909816,0.007191146621,0.030466848349,0.026308234742,0.018730945584,0.018920984320,0.009136011127
10/07/2020,832,0,0,287,0.3450,0.0007,434570,0.136334767695,0.040235175000,0.007358998550,0.030736129968,0.026999102561,0.019278827347,0.018929056308,0.009485238281
11/07/2020,507,0,0,55,0.1085,0.0002,251656,0.136877324596,0.039661283657,0.007947356709,0.029464824999,0.025801093556,0.018874972184,0.019697523604,0.009735511969
12/07/2020,334,0,0,48,0.1437,0.0003,187264,0.124498034855,0.036189550581,0.007401315789,0.027560022214,0.023496240601,0.019512559808,0.017766361927,0.009104793233
13/07/2020,685,0,0,341,0.4978,0.0009,368964,0.131281100589,0.040648952201,0.007214796023,0.030634425039,0.026428052601,0.020129335111,0.018790451101,0.009412842445
14/07/2020,589,0,0,257,0.4363,0.0008,312576,0.131788748971,0.039663953726,0.007556562244,0.030440596847,0.025868908681,0.019649621212,0.019006577600,0.009348126536
15/07/2020,762,0,0,570,0.7480,0.0015,388024,0.136403933771,0.039889285199,0.007533039193,0.029817743232,0.025202049358,0.019429210564,0.019014287776,0.009014906294
16/07/2020,825,0,0,507,0.6145,0.0011,457184,0.129085882264,0.040865384615,0.007434643382,0.030379453349,0.025972037517,0.019703226710,0.019106092952,0.009554140127
17/07/2020,735,0,0,247,0.3361,0.0006,412746,0.130964321876,0.039799295450,0.007096374041,0.029986965349,0.025415146361,0.019551976276,0.018873592960,0.009097604822
18/07/2020,442,0,0,77,0.1742,0.0003,233669,0.130359611239,0.040026704441,0.007425032846,0.030573161181,0.026045388990,0.020456286456,0.019287967167,0.010009885778
19/07/2020,333,0,0,111,0.3333,0.0006,177956,0.131987682343,0.037711569152,0.008282946346,0.028810492481,0.024719593607,0.017813392074,0.018661916429,0.009856368990
20/07/2020,637,0,0,698,1.0958,0.0020,340537,0.132655188711,0.040483119308,0.007030073090,0.029891025057,0.026311384666,0.018605907728,0.018699876959,0.009355811556
21/07/2020,760,0,0,867,1.1408,0.0023,375847,0.141201073835,0.040324919448,0.006630357566,0.029251264477,0.026329862950,0.018986449273,0.019090214901,0.008556673327
22/07/2020,728,0,0,561,0.7706,0.0015,384471,0.135882810401,0.040754699314,0.007092862661,0.030405414192,0.026589781804,0.020113350552,0.019218614668,0.008973368603
23/07/2020,797,0,0,466,0.5847,0.0009,510685,0.117516668782,0.038657881081,0.006974945416,0.029029636664,0.026041493288,0.018774782890,0.018737577959,0.009066254149
24/07/2020,660,0,0,556,0.8424,0.0016,350116,0.136260553639,0.042414514047,0.007283300392,0.031578105542,0.026859669367,0.020433227844,0.019710610198,0.009128403158
25/07/2020,468,0,0,413,0.8825,0.0017,236828,0.131935413037,0.036515952505,0.007570895333,0.027796544327,0.023713412265,0.017151688145,0.018409985306,0.008656071073
26/07/2020,331,0,0,197,0.5952,0.0011,178630,0.128992890326,0.037832390976,0.007675082573,0.028864132564,0.023635447573,0.019722331075,0.018686670772,0.008973856575
27/07/2020,669,0,0,735,1.0987,0.0020,373349,0.128943696106,0.039992071761,0.007376476166,0.030346940798,0.026080155565,0.019303654222,0.018317981299,0.008940696239
28/07/2020,710,0,0,423,0.5958,0.0011,383268,0.130201321263,0.039090140580,0.008127472160,0.028713589446,0.026018347475,0.018094388261,0.018347474874,0.008727574439
29/07/2020,822,0,0,590,0.7178,0.0015,402245,0.143827766653,0.040631953163,0.007483001653,0.029825106589,0.026113438327,0.018038757474,0.018767169263,0.007855908712
30/07/2020,893,0,0,374,0.4188,0.0007,535473,0.119087236886,0.038606988587,0.006700617958,0.027838938658,0.025472806285,0.017829096892,0.017388365053,0.008676441202
31/07/2020,862,0,0,671,0.7784,0.0014,469805,0.135139047045,0.043217930843,0.007273230383,0.031251263822,0.028720426560,0.019708176797,0.019963601920,0.008601441023
01/08/2020,490,0,0,400,0.8163,0.0015,269217,0.126986780176,0.036743593458,0.007410378988,0.027368256833,0.023267475679,0.017510038370,0.017718049009,0.008996460105
02/08/2020,278,0,0,172,0.6187,0.0010,164289,0.122588852565,0.035011473683,0.007882451047,0.026362081454,0.022789109435,0.016379672406,0.018090072981,0.008868518282
03/08/2020,595,0,0,394,0.6622,0.0012,322725,0.131957548991,0.040034084747,0.007201177473,0.029898520412,0.026019056472,0.018557595476,0.018796188705,0.009144008056
04/08/2020,689,0,0,475,0.6894,0.0013,366472,0.128932087576,0.040065816761,0.007596760462,0.029609356240,0.025614508066,0.017485646925,0.018339736733,0.009220349713
05/08/2020,690,0,0,422,0.6116,0.0013,323594,0.148896456665,0.044265344846,0.007441423512,0.032766367732,0.029150725910,0.020411379692,0.019790230968,0.009298689098
06/08/2020,629,0,0,512,0.8140,0.0015,347299,0.130037806034,0.043354573436,0.007613036605,0.032361164299,0.027860719438,0.021125888643,0.019268699305,0.010244774675
07/08/2020,561,0,0,300,0.5348,0.0010,301822,0.131117015983,0.042627773986,0.007494483504,0.031160750376,0.027486399268,0.020492210641,0.019147046935,0.009813731272
08/08/2020,337,0,0,70,0.2077,0.0004,169900,0.130965273685,0.039152442613,0.007598587404,0.029470276633,0.024596821660,0.018516774573,0.020370806357,0.009711595056
09/08/2020,238,0,0,66,0.2773,0.0005,121286,0.138960803385,0.042692478934,0.008550038751,0.032658344739,0.025575911482,0.020843296011,0.018979931732,0.010405158056
10/08/2020,498,0,0,77,0.1546,0.0003,257776,0.139396219967,0.041823133263,0.007184532307,0.032260567314,0.026701477252,0.020203587611,0.018989355099,0.009566445286
11/08/2020,561,0,0,1102,1.9643,0.0037,300659,0.137917042224,0.043384698279,0.007337215916,0.032062901826,0.026268962512,0.021303203962,0.018991615085,0.009911560938
12/08/2020,576,0,0,1289,2.2378,0.0042,304875,0.140759327587,0.042892988930,0.006901189012,0.031176711767,0.026223862239,0.019480114801,0.018328823288,0.009538335383
13/08/2020,589,0,0,390,0.6621,0.0013,300884,0.143756397808,0.043289108095,0.007484612010,0.031483894125,0.027292910225,0.019881416094,0.019333031999,0.009458794751
14/08/2020,538,0,0,351,0.6524,0.0013,268243,0.141632773263,0.042125982784,0.006941467252,0.030427634645,0.025640930052,0.018714374653,0.018367674087,0.009021670649
15/08/2020,301,0,0,115,0.3821,0.0008,142338,0.139470837015,0.040727001925,0.008212845480,0.031467352358,0.025369191642,0.018568477848,0.020507524343,0.009329904874
16/08/2020,267,0,0,213,0.7978,0.0015,137776,0.132824294501,0.040028742306,0.008063813727,0.030607653002,0.025773719661,0.018043781210,0.019408314946,0.010052549065
17/08/2020,506,0,0,435,0.8597,0.0016,266307,0.139831097186,0.040855103320,0.006973155043,0.030307126737,0.025602030739,0.019222175910,0.018752792829,0.009406436932
18/08/2020,572,0,0,412,0.7203,0.0014,299791,0.133579727204,0.042452908860,0.006701335264,0.030861500178,0.026174901848,0.019647020758,0.019190035725,0.009683412778
19/08/2020,535,0,0,516,0.9645,0.0018,290430,0.133956547182,0.041534965396,0.006724511931,0.029810969941,0.025376166374,0.018424405192,0.019051062218,0.009300003443
20/08/2020,562,0,0,533,0.9484,0.0017,322428,0.127991365508,0.041013807733,0.007037230017,0.030422295830,0.026229111615,0.019132953714,0.018286253055,0.010166610840
21/08/2020,596,0,0,371,0.6225,0.0011,327575,0.134698923904,0.041923223689,0.006972449057,0.030322826833,0.026412271999,0.018105777303,0.018731588186,0.010034343280
22/08/2020,354,0,0,188,0.5311,0.0010,184043,0.127665817221,0.040952386127,0.007509114718,0.031253565743,0.025369071358,0.018229435512,0.018941225692,0.009769456051
23/08/2020,257,0,0,62,0.2412,0.0004,138450,0.132091007578,0.040086673889,0.007923438064,0.031115926327,0.024629830264,0.018187071145,0.020086673889,0.010155290719
24/08/2020,608,0,0,360,0.5921,0.0010,344236,0.129905065123,0.040754017592,0.007666252222,0.029991052650,0.024724317038,0.018862059750,0.018211343381,0.010181968185
25/08/2020,629,0,0,425,0.6757,0.0014,313467,0.144672325948,0.041956569591,0.008019982965,0.031451476551,0.026060159443,0.019759655721,0.018668631786,0.010099946725
26/08/2020,669,0,0,388,0.5800,0.0011,362889,0.128361565101,0.039171757755,0.007721369344,0.028821485358,0.023902625872,0.018942431432,0.018482235615,0.009914877552
27/08/2020,664,0,0,338,0.5090,0.0008,403897,0.125378499957,0.039772516260,0.007373166921,0.029393632535,0.024981616600,0.018725070996,0.018059059612,0.009398435740
28/08/2020,675,0,0,179,0.2652,0.0005,394340,0.132606380273,0.041215702186,0.007120758736,0.033869249886,0.026023228686,0.019924430694,0.020033473652,0.010250038038
29/08/2020,396,0,0,84,0.2121,0.0004,216655,0.129791604157,0.041180678959,0.007888117052,0.029720061849,0.024532090189,0.020031847869,0.019321040364,0.010786734670
30/08/2020,242,0,0,76,0.3140,0.0005,153587,0.116878381628,0.039664815381,0.007962913528,0.029247267021,0.024077558647,0.019519881240,0.018347907049,0.010970980617
31/08/2020,544,0,0,208,0.3824,0.0007,310470,0.126988114787,0.039472412793,0.007762424711,0.028994749895,0.024256771991,0.018855283924,0.017634554063,0.009733629658
01/09/2020,674,0,0,367,0.5445,0.0010,377934,0.131742579386,0.040147221472,0.008162800912,0.029214095583,0.023996253314,0.017709441331,0.018286261622,0.009538702525
02/09/2020,632,0,0,275,0.4351,0.0008,354154,0.126747121303,0.037907238094,0.008264766175,0.027776052226,0.024322752249,0.017108376582,0.018028880092,0.008640309018
03/09/2020,785,0,0,823,1.0484,0.0018,460884,0.122653422547,0.038278612405,0.006993082858,0.027668567362,0.023906232371,0.018544796521,0.017746330964,0.008991416495
04/09/2020,688,0,0,677,0.9840,0.0017,388431,0.129564839051,0.040475657195,0.007481380219,0.029701542874,0.025314663351,0.018754939745,0.018530961741,0.008822673782
05/09/2020,437,0,0,294,0.6728,0.0013,219457,0.136295492961,0.039169404485,0.008502804650,0.029217568817,0.024647197401,0.017001052598,0.018550331044,0.008703299507
06/09/2020,354,0,0,381,1.0763,0.0023,167061,0.136740472038,0.038578722742,0.008206583224,0.028169351315,0.024075038459,0.018119130138,0.018849402314,0.008751294437
07/09/2020,556,0,0,348,0.6259,0.0010,342190,0.123022297547,0.038645197112,0.007647798007,0.028568923697,0.024281831731,0.018486805576,0.017563342003,0.008878108653
08/09/2020,605,0,0,305,0.5041,0.0010,319289,0.134404880839,0.042356611095,0.006620960948,0.030881113975,0.026186307702,0.018487952920,0.018024423015,0.009217354810
09/09/2020,885,0,0,1014,1.1458,0.0023,449188,0.137572686708,0.039691621325,0.007733955493,0.029954050420,0.025147599669,0.018500048977,0.018671469407,0.008617772514
10/09/2020,1562,0,0,1408,0.9014,0.0015,968869,0.122820525782,0.041743517441,0.007141316318,0.030716226858,0.025793992789,0.019056239801,0.019161517192,0.009512121866
11/09/2020,722,0,0,359,0.4972,0.0010,367520,0.134814431862,0.040544732259,0.007322050501,0.030469090117,0.024877557684,0.018428929038,0.018589464519,0.009058010448
12/09/2020,562,0,0,199,0.3541,0.0008,260309,0.139445812472,0.039445428318,0.007556404120,0.029434249296,0.023764065015,0.017433127552,0.018170712499,0.008674306305
13/09/2020,287,0,0,92,0.3206,0.0006,141577,0.143773353011,0.042167866249,0.008052155364,0.031262140037,0.026649808938,0.020172768176,0.019664210995,0.010149953735
14/09/2020,705,0,0,555,0.7872,0.0014,391288,0.128805381196,0.040589029053,0.007485534951,0.030151704116,0.025298501360,0.019037128662,0.018947680481,0.009328167488
15/09/2020,818,0,0,354,0.4328,0.0009,406742,0.141207448450,0.041544763019,0.006945434698,0.031063917668,0.026444281633,0.020052023150,0.019466885642,0.009440874068
16/09/2020,842,0,0,380,0.4513,0.0009,432414,0.137419232489,0.041240570379,0.007206057158,0.030482361811,0.025267452025,0.019830532776,0.018886992558,0.009273520284
17/09/2020,863,0,0,543,0.6292,0.0010,519007,0.122285441230,0.039668058427,0.006699331608,0.029749117064,0.024955347423,0.019866784070,0.018518054670,0.009329353939
18/09/2020,756,0,0,381,0.5040,0.0009,407174,0.135897675189,0.041618570930,0.006925786028,0.030947457352,0.025669615447,0.019625516364,0.018225623444,0.009315427802
19/09/2020,489,0,0,116,0.2372,0.0005,223031,0.141478090485,0.041926907022,0.008057175908,0.030883599141,0.026139863965,0.019472629365,0.019674395039,0.010303500410
20/09/2020,282,0,0,65,0.2305,0.0005,130345,0.142974414049,0.043147032874,0.008439142276,0.031194138632,0.025340442671,0.020207909778,0.021565844490,0.011039932487
21/09/2020,556,0,0,189,0.3399,0.0006,300519,0.133731977007,0.043068824267,0.007084410636,0.031349099391,0.026457561751,0.020378079256,0.018990479803,0.010448590605
22/09/2020,735,0,0,480,0.6531,0.0012,389643,0.139050361478,0.041068362578,0.007486340060,0.029460300839,0.025043437198,0.019340781177,0.017695685538,0.009382947981
23/09/2020,746,0,0,342,0.4584,0.0008,403193,0.130880248411,0.040092461922,0.007018971063,0.029970758421,0.025484073384,0.019444782027,0.018298928801,0.009109781172
24/09/2020,898,0,0,352,0.3920,0.0007,471236,0.139745265635,0.043687239515,0.006743966930,0.032514493799,0.027137145719,0.022143893930,0.020427132053,0.009844324288
25/09/2020,869,0,0,427,0.4914,0.0009,497334,0.132275291849,0.041851150333,0.006621304797,0.031914166335,0.026883341979,0.020913510840,0.019383352033,0.009908833902
26/09/2020,526,0,0,196,0.3726,0.0008,257420,0.136943516427,0.042339367570,0.007606246601,0.031104809261,0.025697304017,0.019998446119,0.019431279621,0.009777795043
27/09/2020,352,0,0,132,0.3750,0.0008,165357,0.138560810846,0.042127034235,0.008073441100,0.031477349008,0.025260496985,0.019763300011,0.019581874369,0.009591368977
28/09/2020,508,0,0,221,0.4350,0.0007,295606,0.128725397990,0.041863155687,0.006765762535,0.031836295610,0.027259257254,0.019664688809,0.018128860713,0.009749463813
29/09/2020,743,0,0,476,0.6406,0.0012,411290,0.130166062869,0.041559483576,0.007050985922,0.030859004595,0.026718373897,0.019504485886,0.018984171752,0.009543144740
30/09/2020,728,0,0,415,0.5701,0.0010,397060,0.134213972693,0.041432025386,0.007694051277,0.030980204503,0.026079181988,0.019478164509,0.018896388455,0.009537601370
01/10/2020,665,0,0,513,0.7714,0.0012,414431,0.122514966296,0.039873947653,0.006710405351,0.030876068634,0.025316638958,0.019790990539,0.019033325210,0.009852062225
02/10/2020,762,0,0,603,0.7913,0.0014,426450,0.134965412117,0.042018994020,0.006647907140,0.031267440497,0.025707585883,0.020464298276,0.018921327236,0.009893305194
03/10/2020,423,0,0,401,0.9480,0.0018,228355,0.131777276602,0.044172450789,0.006319108406,0.033750082109,0.026506973791,0.021440301285,0.017923846642,0.010194653062
04/10/2020,277,0,0,382,1.3791,0.0024,158274,0.130033991678,0.044189190897,0.005989612950,0.034433956304,0.027212302716,0.021481734208,0.019839013357,0.010627140276
05/10/2020,662,0,0,383,0.5785,0.0010,368923,0.131813413632,0.042924946398,0.006714138181,0.034055887001,0.026861973908,0.021782323141,0.020706217829,0.010153880349
06/10/2020,777,0,0,364,0.4685,0.0009,394568,0.132415705272,0.040469576853,0.006518521522,0.031512945804,0.025977778228,0.019274244237,0.019142454533,0.008931286876
07/10/2020,812,0,0,606,0.7463,0.0015,407933,0.136843550283,0.043112471901,0.006942316508,0.032149887359,0.026761747640,0.020089083256,0.019365925287,0.009597164240
08/10/2020,771,0,0,613,0.7951,0.0013,473666,0.121699678670,0.040779789978,0.006798039125,0.031473654431,0.025775546482,0.019792427575,0.018808611975,0.009878268653
09/10/2020,712,0,0,291,0.4087,0.0008,373019,0.139314619356,0.041767309440,0.006860240363,0.031706159740,0.026894072420,0.020108895257,0.020023108742,0.009530345639
10/10/2020,564,0,0,160,0.2837,0.0006,286878,0.134722774135,0.039054929273,0.006703197875,0.029597947559,0.025449842790,0.018412007892,0.019259057857,0.009680073062
11/10/2020,307,0,0,170,0.5537,0.0010,176664,0.121490513059,0.040127020785,0.006758592583,0.031608024272,0.024662636417,0.019987094145,0.018866322510,0.010047321469
12/10/2020,618,0,0,736,1.1909,0.0022,333170,0.134985142714,0.042353753339,0.006249062040,0.031623495513,0.026569018819,0.020364978840,0.018948284659,0.009652729838
13/10/2020,890,0,0,1082,1.2157,0.0023,478808,0.133815642172,0.042825098996,0.006340746186,0.031722527610,0.026762293028,0.019899416885,0.019114133431,0.009596748592
14/10/2020,941,0,0,788,0.8374,0.0016,492943,0.133086381178,0.042059629612,0.006818232534,0.031040099971,0.026976749847,0.019156373049,0.018728331673,0.009134930408
15/10/2020,946,0,0,691,0.7304,0.0012,555506,0.123586423903,0.041227277473,0.006493179192,0.030986163966,0.026294945509,0.020010584944,0.018980893096,0.009139415236
16/10/2020,869,0,0,994,1.1438,0.0020,492125,0.125839979674,0.042172212344,0.006768605537,0.031851663703,0.026245364491,0.019448310897,0.019818135636,0.009272034544
17/10/2020,525,0,0,264,0.5029,0.0011,243401,0.139440676081,0.044046655519,0.007526674089,0.032111618276,0.027448531436,0.019482253565,0.019416518420,0.008968738830
18/10/2020,331,0,0,100,0.3021,0.0006,163446,0.138700243500,0.040551619495,0.008131125876,0.030542197423,0.025243811412,0.020336992034,0.019211237962,0.009893175728
19/10/2020,599,0,0,433,0.7229,0.0013,321392,0.130143251848,0.040069447901,0.007140812466,0.029406456912,0.025233982177,0.019487106088,0.018721685667,0.008973465425
20/10/2020,739,0,0,553,0.7483,0.0013,419506,0.126734778519,0.040726473519,0.006588701949,0.030004338436,0.025851835254,0.020068842877,0.019046211496,0.009320486477
21/10/2020,723,0,0,546,0.7552,0.0015,367133,0.135027360651,0.042093737147,0.006752321366,0.030907055481,0.026927571207,0.019704030964,0.018527345676,0.009337215668
22/10/2020,846,0,0,436,0.5154,0.0010,457064,0.131681777601,0.039427738785,0.006653335200,0.029643551012,0.025532529361,0.018537885285,0.019025781947,0.008047013110
23/10/2020,881,0,0,775,0.8797,0.0016,476350,0.130653930927,0.041142017424,0.006574997376,0.030851264826,0.027038941954,0.018511598614,0.018106434344,0.009018578776
24/10/2020,590,0,0,655,1.1102,0.0024,272776,0.135598439741,0.042401091005,0.007049740446,0.031630348711,0.027436431358,0.019279555386,0.019363873655,0.008442824882
25/10/2020,426,0,0,177,0.4155,0.0010,185741,0.146079756214,0.045498839782,0.007445852020,0.033998955535,0.028168255797,0.022375242946,0.021002363506,0.009965489580
26/10/2020,634,0,0,511,0.8060,0.0015,342114,0.131041114944,0.041427711231,0.006565063108,0.031243971308,0.026757162817,0.020297327791,0.019385351082,0.009224995177
27/10/2020,829,0,0,559,0.6743,0.0013,427591,0.134013578391,0.043618785241,0.006775165988,0.031399164154,0.027682996134,0.019853083905,0.018912933153,0.009272879925
28/10/2020,964,0,0,574,0.5954,0.0011,515818,0.131684043590,0.044378055826,0.006195983855,0.032872059525,0.028690352023,0.020427747771,0.019559224378,0.008869407427
29/10/2020,1013,0,0,504,0.4975,0.0009,590592,0.123188258555,0.042647038903,0.007062405180,0.031803681729,0.028197131014,0.020076465648,0.019278960771,0.009121356199
30/10/2020,859,0,0,404,0.4703,0.0008,491716,0.126503916888,0.043600370946,0.006886088718,0.031774438904,0.028006003465,0.020275931635,0.019948506862,0.009725125886
31/10/2020,586,0,0,74,0.1263,0.0003,269650,0.146467643235,0.046167253847,0.007012794363,0.033558316336,0.029397366957,0.021386983126,0.019629148897,0.009267569071
01/11/2020,350,0,0,64,0.1829,0.0004,177560,0.135678080643,0.044593376886,0.007591799955,0.033200045055,0.028429826537,0.021986933994,0.019058346474,0.010599234062
02/11/2020,677,0,0,161,0.2378,0.0004,368619,0.131357851868,0.042900664371,0.007156440661,0.032456275992,0.027193389380,0.020924043525,0.018455369908,0.009307713384
03/11/2020,723,0,0,265,0.3665,0.0007,393924,0.132020389714,0.043668321808,0.007133355673,0.033399843625,0.027736314619,0.022423106995,0.019013819925,0.009565296859
04/11/2020,791,0,0,399,0.5044,0.0010,402418,0.132586017519,0.042421064664,0.007030003628,0.032237623565,0.027175722756,0.020091049605,0.019484714898,0.008612934809
05/11/2020,893,0,0,486,0.5442,0.0010,487845,0.133913435614,0.043843843844,0.006631204583,0.033279012801,0.028537752770,0.019789072349,0.019350408429,0.009168895858
06/11/2020,858,0,0,295,0.3438,0.0006,473875,0.132370350825,0.043790029016,0.006600896861,0.033439198101,0.028321814825,0.019804800844,0.018677921393,0.009133210235
07/11/2020,469,0,0,207,0.4414,0.0008,261207,0.123070974355,0.045929090721,0.006408710333,0.034976091759,0.028712859916,0.022840122968,0.019654909708,0.010776893422
08/11/2020,396,0,0,148,0.3737,0.0008,194343,0.135523275852,0.046489968766,0.006730368472,0.034902208981,0.028501155174,0.022295631950,0.019583931502,0.011201844162
09/11/2020,857,0,0,2012,2.3477,0.0044,456110,0.127778386787,0.041476836728,0.007044353336,0.031062682248,0.026210782487,0.019675078380,0.018442919471,0.008789546381
10/11/2020,949,0,0,3530,3.7197,0.0071,499296,0.132746907640,0.041650644107,0.006659376402,0.030488928411,0.026411186951,0.019160978658,0.018313785810,0.008377795937
11/11/2020,717,0,0,1915,2.6709,0.0058,329266,0.139862603482,0.042543111041,0.006541823328,0.031011401116,0.027035891954,0.018392424362,0.018283090267,0.008628282301
12/11/2020,889,0,0,1843,2.0731,0.0036,510590,0.126976634867,0.041005503437,0.006811727609,0.030174895709,0.025623298537,0.019005464267,0.018006619793,0.009130613604
13/11/2020,889,0,0,1440,1.6198,0.0030,485044,0.132322016141,0.043309472955,0.006933391610,0.031421891622,0.027747998120,0.019109606551,0.018099388921,0.008869298455
14/11/2020,560,0,0,915,1.6339,0.0032,285371,0.129564671949,0.041332160591,0.007467472168,0.029873392881,0.026050299435,0.018887693564,0.017924035729,0.008974282601
15/11/2020,400,0,0,637,1.5925,0.0034,189277,0.140534771784,0.045319822271,0.007127120569,0.032946422439,0.028371117463,0.020831902450,0.019500520401,0.009446472630
16/11/2020,783,0,0,2368,3.0243,0.0055,432076,0.129826697149,0.040485933030,0.006635406734,0.029716994232,0.025791758857,0.018695785001,0.018580064618,0.008625797313
17/11/2020,890,0,0,2477,2.7831,0.0050,494560,0.129966030404,0.042326512455,0.006777741831,0.031708993853,0.027157473310,0.019690229699,0.018612504044,0.009107085086
18/11/2020,903,0,0,2639,2.9225,0.0057,463536,0.135342238785,0.042294449622,0.006454730593,0.031494856926,0.026507110559,0.019504418211,0.018279054917,0.009304563184
19/11/2020,899,0,0,2253,2.5061,0.0046,490573,0.132577618412,0.042050826278,0.006818557075,0.031190057341,0.026409932874,0.019100113541,0.018727080373,0.008555301657
20/11/2020,894,0,0,2503,2.7998,0.0051,492846,0.129740324558,0.041313107948,0.006811458346,0.031001570470,0.026131895156,0.019172317519,0.018423604939,0.009256441160
21/11/2020,734,0,0,683,0.9305,0.0021,330580,0.149334502990,0.042440559017,0.007069393188,0.030821586303,0.026789279448,0.019142113860,0.019931635308,0.008775485510
22/11/2020,391,0,0,774,1.9795,0.0041,188921,0.143964937719,0.043245589426,0.007526955712,0.031849291503,0.026037338358,0.020834105261,0.019034411209,0.009289597239
23/11/2020,752,0,0,2818,3.7473,0.0066,423813,0.130824207840,0.042483359406,0.006686911444,0.030796601331,0.025659901891,0.019345796377,0.017764910468,0.008904870780
24/11/2020,805,0,0,1918,2.3826,0.0044,440891,0.128551047758,0.039830706456,0.006793062231,0.029231714868,0.024706786938,0.018453540671,0.017845680678,0.008816238027
25/11/2020,842,0,0,1345,1.5974,0.0031,431726,0.125841390135,0.041352617169,0.006802925930,0.029896276805,0.025884473022,0.018240736022,0.018256950010,0.008892214043
26/11/2020,751,0,0,1654,2.2024,0.0036,463747,0.121663320726,0.039881659612,0.007051258553,0.030376476829,0.025705826668,0.018874515630,0.018620066545,0.008743991875
27/11/2020,623,0,0,1162,1.8652,0.0033,356216,0.129820109141,0.041295169223,0.006973297101,0.030335526759,0.025863521010,0.019336582298,0.018937947762,0.009665483864
28/11/2020,447,0,0,684,1.5302,0.0033,209792,0.141235128121,0.042480170836,0.007164238865,0.030492106467,0.026521507016,0.019076037218,0.018742373398,0.009275854179
29/11/2020,315,0,0,395,1.2540,0.0022,180861,0.120689369179,0.038847512730,0.007364771841,0.029171573750,0.024897573274,0.018279231012,0.017753965753,0.009161731938
30/11/2020,630,0,0,1449,2.3000,0.0041,357161,0.127620316882,0.041085112876,0.007164836026,0.030412055068,0.025884685058,0.019943386876,0.018232673780,0.009110737174
01/12/2020,776,0,0,2100,2.7062,0.0049,427582,0.133726396334,0.042770743389,0.007177570618,0.031236113775,0.026406630775,0.020344635649,0.018693490371,0.009270736373
02/12/2020,796,0,0,2998,3.7663,0.0065,464040,0.126202482538,0.041104215154,0.006611499009,0.030654684941,0.026312386863,0.019597448496,0.018696664081,0.009460391346
03/12/2020,873,0,0,3415,3.9118,0.0065,526601,0.121625291249,0.040250588206,0.006606519927,0.030172749387,0.025505078798,0.019671440047,0.017276837682,0.009177726590
04/12/2020,678,0,0,2802,4.1327,0.0077,365774,0.131611322832,0.040516821862,0.006438401855,0.029928316392,0.025261500271,0.019268728778,0.017406923401,0.009287155457
05/12/2020,489,0,0,1412,2.8875,0.0056,251354,0.122337420526,0.039374746373,0.007220891651,0.029456463792,0.025302959173,0.018802167461,0.018396365285,0.009703446136
06/12/2020,289,0,0,653,2.2595,0.0037,177258,0.112807320398,0.037769804465,0.007683715262,0.029076261720,0.024512292816,0.019305193560,0.019028760338,0.010357783569
07/12/2020,568,0,0,1165,2.0511,0.0037,314070,0.130171617786,0.040108892922,0.006998439838,0.030512306174,0.025847740949,0.020068774477,0.018346228548,0.009099882192
08/12/2020,755,0,0,1955,2.5894,0.0053,369834,0.138705473260,0.040734491691,0.006992326287,0.030448795946,0.025860250815,0.018800326633,0.018086492859,0.008503815225
09/12/2020,763,0,0,2287,2.9974,0.0059,387136,0.139868160020,0.040363076541,0.006945879484,0.029418602248,0.025515581088,0.018324309803,0.018177074723,0.008100512481
10/12/2020,783,0,0,2215,2.8289,0.0049,449328,0.127926592594,0.040907755581,0.006710020297,0.029880176619,0.025368995478,0.019133016416,0.017724245985,0.008988979098
11/12/2020,730,0,0,2333,3.1959,0.0055,422903,0.125603270720,0.040352042903,0.006590163702,0.030214966552,0.025937389898,0.019259735684,0.018072702251,0.009077731773
12/12/2020,482,0,0,1487,3.0851,0.0065,229490,0.141570438794,0.040485424201,0.007207285721,0.030101529478,0.025251644952,0.017739335047,0.018889711970,0.008457884875
13/12/2020,338,0,0,521,1.5414,0.0031,167568,0.130764823828,0.038014418027,0.007250787740,0.029128473217,0.025303160508,0.017198987873,0.019580110761,0.008700945288
14/12/2020,762,0,0,2144,2.8136,0.0051,423592,0.131529868358,0.039568735953,0.006881621938,0.029960433625,0.025866871896,0.018678350866,0.018827078887,0.008772592495
15/12/2020,669,0,0,1846,2.7593,0.0051,359322,0.137325295968,0.042182220960,0.006746038372,0.031164248223,0.027318115785,0.019801181113,0.018996888585,0.008964104619
16/12/2020,774,0,0,2265,2.9264,0.0052,433341,0.128709261292,0.039643144775,0.007659095262,0.030043314618,0.025310321433,0.018941203348,0.017787377608,0.009096762134
17/12/2020,854,0,0,2748,3.2178,0.0056,491845,0.125580213272,0.039437221075,0.007087598735,0.029486931858,0.024828960343,0.018019904645,0.017804389594,0.009015035224
18/12/2020,728,0,0,1860,2.5549,0.0045,412731,0.126169345161,0.039803164773,0.006801039903,0.029796647211,0.024837000371,0.018023846040,0.017999617184,0.008959830979
